en,zh,BLEU,BERTSCORE_F1,BERTSCORE_P,BERTSCORE_R,EN_LEN
But that wasn't the end of the opossums.,但这并不是负鼠故事的结尾。,0.0,0.5608187913894653,0.6159712672233582,0.5147311687469482,10
Boston doesn't just have a call center.,波斯顿没有热线中心。,0.12383751369380655,0.3968378007411957,0.333530068397522,0.4898090362548828,9
"It has an app, a Web and mobile app,  called Citizens Connect.",它有一个程序，一个网站和移动的程序， 叫做 “市民联通”。,0.0,0.43169519305229187,0.3810158967971802,0.4979245960712433,16
Now we didn't write this app.,我们没有编写这个程序。,0.0,0.5576061010360718,0.5662681460380554,0.54920494556427,8
This is the work of the very smart people  at the Office of New Urban Mechanics in Boston.,它是一群在波斯顿的 新城市结构部门的很聪明的人编写的。,0.0,0.3984641432762146,0.33274248242378235,0.49653786420822144,20
"So one day -- this is an actual report -- this came in:  ""Opossum in my trashcan. Can't tell if it's dead.",有一天 - 这是一个真实的报告 - 这个信息被贴了出来： “垃圾桶里有一个负鼠。看不出来它是否死了。,0.24767502738761307,0.4246644675731659,0.366923063993454,0.5039728879928589,29
"How do I get this removed?""",我怎样才能把它弄掉？”,0.12471116048742699,0.42780524492263794,0.37090185284614563,0.5053329467773438,8
But what happens with Citizens Connect is different.,“市民联通”对这种问题有不同的处理方式。,0.12383751369380655,0.4233558475971222,0.3514160215854645,0.5323317646980286,9
So Scott was speaking person-to-person.,Scott之前是人对人的交流。,0.0,0.4432312548160553,0.3643209636211395,0.5657756924629211,10
"But on Citizens Connect everything is public,  so everybody can see this.",但在“市民联通”上面一切都是公开的， 所以每个人都可以看见。,0.0,0.39709851145744324,0.34248030185699463,0.47244295477867126,15
"And in this case, a neighbor saw it.",这一次，一个邻居看到了。,0.0,0.37533852458000183,0.3189338445663452,0.45598042011260986,10
"And the next report we got said,  ""I walked over to this location,  found the trashcan behind the house.",我们收到的下一份报告写着： “我路过了这个地点， 找到了房子后面的垃圾桶。,0.0,0.44133999943733215,0.425635427236557,0.4582478404045105,25
Opossum? Check. Living? Yep.,负鼠? 看到了。的确活着。,0.0,0.5502563714981079,0.5754578113555908,0.5271697044372559,8
Turned trashcan on its side. Walked home.,将垃圾桶放倒，走回家。,0.0,0.40525227785110474,0.340931236743927,0.4994867742061615,9
"Goodnight sweet opossum.""",晚安，小负鼠。”,0.0,0.4676823019981384,0.4224569499492645,0.5237515568733215,5
Pretty simple.,就这么简单。,0.0,0.5645621418952942,0.6042917966842651,0.5297342538833618,3
So this is great. This is the digital meeting the physical.,所以这很好。这就是现实和数码世界的交汇。,0.0,0.42703917622566223,0.36816105246543884,0.5083345174789429,13
And it's also a great example  of government getting in on the crowd-sourcing game.,这也是政府加入 众包游戏的一个很好的例子。,0.16241046162912467,0.41569775342941284,0.33851364254951477,0.5384746789932251,19
But it's also a great example of government as a platform.,但这也是一个由政府来做交流平台的很好的例子。,0.9162450708200267,0.5557652711868286,0.6102748513221741,0.5101947784423828,13
And I don't mean necessarily  a technological definition of platform here.,而在这里我并不是 在说平台的技术层面的定义。,0.12297602226368944,0.4095873236656189,0.3452646732330322,0.503363847732544,14
I'm just talking about a platform for people  to help themselves and to help others.,我只是想提到一个可以让 人们互相帮助的平台。,0.12471116048742699,0.4197671711444855,0.3518020808696747,0.5202809572219849,18
"So one citizen helped another citizen,  but government played a key role here.",一个公民帮助另外一个公民， 而政府在其中扮演重要的角色。,0.0,0.4061635732650757,0.35264134407043457,0.4788395166397095,16
It connected those two people.,它将两个人连系了起来。,0.0,0.6097392439842224,0.6389289498329163,0.5831000804901123,6
"And it could have connected them with government services if they'd been needed,  but a neighbor is a far better and cheaper alternative  to government services.",它可以通过政府设施服务来帮助需要的人， 但一个邻居远比政府服务 简单和见效。,0.0,0.40192753076553345,0.35786542296409607,0.45836350321769714,31
"When one neighbor helps another,  we strengthen our communities.",当一个邻居帮助另外一个的时候， 我们的社会联系也会加强。,0.0,0.40128710865974426,0.3492211401462555,0.4715985059738159,12
"We call animal control, it just costs a lot of money.",我们打电话给动物控制中心的话，只会花很多的钱。,0.12297602226368944,0.42387694120407104,0.34612712264060974,0.5466755628585815,13
Now one of the important things we need to think about government  is that it's not the same thing as politics.,一个我们需要思考的很重要的事情 便是政府并不同于政治。,0.0,0.38172516226768494,0.34041351079940796,0.4344486594200134,24
"And most people get that,  but they think that one is the input to the other.",很多人明白这点， 但他们仍然认为政治是政府的输入口。,0.12340526446895762,0.411525696516037,0.3326621651649475,0.5394001007080078,19
That our input to the system of government  is voting.,我们对政府系统的输入口是 通过选票。,0.2587489952122259,0.5936608910560608,0.6786469221115112,0.527591347694397,12
"Now how many times have we elected a political leader --  and sometimes we spend a lot of energy  getting a new political leader elected --  and then we sit back and we expect government  to reflect our values and meet our needs,  and then not that much changes?",至今为止，我们选了多少政治领袖 - 而有些时候我们会花大量的精力 来支持一个新的政治领袖的选举 - 然后我们期望着政府做一些 反映我们价值观和我们的需要的事情， 但最后没有多少改变发生？,0.16128454891287672,0.43110400438308716,0.39849501848220825,0.4695254862308502,56
That's because government is like a vast ocean  and politics is the six-inch layer on top.,那是因为政府就像一片巨大的海洋， 而政治只是最顶上的一层。,0.18501273452676464,0.41122114658355713,0.34908679127693176,0.5002635717391968,21
And what's under that  is what we call bureaucracy.,下面的便是 我们所谓的官僚机构。,1.8110800993753928,0.6298065185546875,0.6694695353507996,0.5945802927017212,12
And we say that word with such contempt.,我们用如此鄙夷的语气谈论这个词。,1.5330462064343475,0.5637302398681641,0.6241601705551147,0.513968825340271,9
"But it's that contempt  that keeps this thing that we own  and we pay for  as something that's working against us, this other thing,  and then we're disempowering ourselves.",但正是这种鄙夷 保持了这个我们拥有 并为其付钱维持的东西 一直与我们的愿望背道而驰， 而由此我们正失去我们自己的能量。,0.0,0.4124733507633209,0.3997638523578644,0.4260175824165344,39
People seem to think politics is sexy.,人们似乎认为政治很性感。,2.634191962725227,0.5740320086479187,0.5843461155891418,0.564075767993927,8
"If we want this institution to work for us,  we're going to have to make bureaucracy sexy.",如果我们希望这个部门来为我们服务， 我们必须要让官僚机构也变得性感。,0.0,0.4387161433696747,0.3843793272972107,0.5109445452690125,21
Because that's where the real work of government happens.,因为政府的真正工作在那里发生。,0.0,0.43071991205215454,0.4609628915786743,0.4042009711265564,11
We have to engage with the machinery of government.,我们必须参与政府的系统。,0.0,0.5752424001693726,0.58733069896698,0.5636416673660278,10
So that's OccupytheSEC movement has done.,而这正是占领美国证券交易委员会运动做的。,0.14624396065071252,0.4049094319343567,0.3450850546360016,0.48982635140419006,8
Have you seen these guys?,你见过这些人吗？,0.0,0.6167501211166382,0.6162289381027222,0.6172722578048706,6
It's a group of concerned citizens  that have written a very detailed  325-page report  that's a response to the SEC's request for comment  on the Financial Reform Bill.,他们是一群忧心忡忡的公民 他们写了一份非常详细的， 325页的报告 来回应美国证券交易委员会SEC 对于金融改革法案的要求。,0.34662305345900124,0.4207153916358948,0.3557438254356384,0.5147220492362976,38
"That's not being politically active,  that's being bureaucratically active.",这不是参与政治， 而是积极参与到官僚机构中。,0.0,0.4212549030780792,0.34801965951919556,0.5335273146629333,14
"Now for those of us who've given up on government,  it's time that we asked ourselves  about the world that we want to leave for our children.",现在，对于我们之间的已经放弃了政府的人， 是时候问我们自己 我们希望留下怎样的世界给我们的孩子。,0.0,0.4087778627872467,0.3880845606327057,0.43180227279663086,33
You have to see the enormous challenges  that they're going to face.,大家必须意识到他们需要 面对巨大的挑战。,0.12427280164767711,0.3814796507358551,0.3217316269874573,0.46848005056381226,15
Do we really think we're going to get where we need to go  without fixing the one institution  that can act on behalf of all of us?,在我们没有改善好这个可以 代表我们行动的机构之前， 我们真的认为我们可以达到我们想要达到的目标吗？,0.12427280164767711,0.4258882403373718,0.39698585867881775,0.4593295454978943,31
"We can't do without government,  but we do need it  to be more effective.",我们不能没有政府， 我们需要它 变得更有效率。,0.2459520445273789,0.44983533024787903,0.38003799319267273,0.551038384437561,19
The good news is that technology is making it possible  to fundamentally reframe  the function of government  in a way that can actually scale  by strengthening civil society.,好的消息是，科技正使这变得可行 在本质上重新定义 政府的功能 而通过它我们可以 来加强我们的公民社会。,0.0,0.39886531233787537,0.3790176808834076,0.4209064841270447,33
"And there's a generation out there that's grown up on the Internet,  and they know that it's not that hard  to do things together,  you just have to architect the systems the right way.",现在的一代正在网络中长大， 而他们知道 同时做一件事情并不难， 只需要将系统建构好。,0.0,0.393228679895401,0.35080060362815857,0.44733187556266785,43
"Now the average age of our fellows is 28,  so I am, begrudgingly,  almost a generation older than most of them.",我们的工作人员的平均年龄是28岁， 所以我，很不甘的， 几乎比他们大部分老了一代。,0.0,0.39675194025039673,0.36046427488327026,0.4411635100841522,27
This is a generation  that's grown up taking their voices pretty much for granted.,这一代 在长大中已经习惯代言他们自身。,0.14675441853527688,0.3946209251880646,0.3239002525806427,0.504850447177887,17
They're not fighting that battle that we're all fighting  about who gets to speak;  they all get to speak.,他们不再需要经历我们那一代关于 谁可以拥有言论自由的战斗； 他们都拥有言论自由。,0.16184554711750887,0.43701741099357605,0.3816232979297638,0.5112234354019165,25
"They can express their opinion  on any channel at any time,  and they do.",他们可以通过任何渠道 在任何时间表达他们的意见， 他们也的确这么做。,0.12427280164767711,0.41492539644241333,0.36580175161361694,0.4792892634868622,18
"So when they're faced with the problem of government,  they don't care as much  about using their voices.",所以当他们面对政府的瑕疵时， 他们不怎么关心 用他们的话语权来代言。,0.0,0.41414228081703186,0.36714714765548706,0.47493427991867065,24
They're using their hands.,他们会使用他们的双手。,0.0,0.5569198727607727,0.5785693526268005,0.5368321537971497,6
They're using their hands  to write applications that make government work better.,他们正在使用他们的双手 来编写可以让政府更好地运作的程序。,0.12427280164767711,0.405023455619812,0.3413010537624359,0.49800288677215576,15
And those applications let us use our hands  to make our communities better.,而这些程序让我们用我们自己的双手 来完善我们的社会。,0.0,0.5258790850639343,0.5617709159851074,0.49429816007614136,15
"That could be shoveling out a hydrant, pulling a weed,  turning over a garbage can with an opossum in it.",它可以是将消防栓从雪中挖出，将杂草拔除， 或将有负鼠的垃圾桶放倒。,0.0,0.4302063584327698,0.4054393172264099,0.4581961929798126,24
"And certainly, we could have been shoveling out those fire hydrants all along,  and many people do.",当然，很多人早就开始将消防栓 从雪中挖出了。,0.0,0.40264448523521423,0.3364865183830261,0.5011842846870422,21
"But these apps are like little digital reminders  that we're not just consumers,  and we're not just consumers of government,  putting in our taxes and getting back services.",但这些程序就如同小数字闹钟，可以提醒 我们不光是作为消费者。 我们也不仅仅是政府的消费对象， 缴税而换回服务。,0.0,0.39908352494239807,0.36886879801750183,0.4346897006034851,36
"We're more than that,  we're citizens.",我们不光是这些， 我们还是公民。,5.4752948205155585,0.6372088193893433,0.6600748300552368,0.6158741116523743,11
And we're not going to fix government  until we fix citizenship.,在改善政府之前， 我们必须承担我们作为公民的责任。,0.23822240071644404,0.5964407324790955,0.6519917249679565,0.5496126413345337,14
"So the question I have for all of you here:  When it comes to the big, important things  that we need to do together,  all of us together,  are we just going to be a crowd of voices,  or are we also going to be  a crowd of hands?",所以在这里我留给大家一个问题： 当我们面对一些很大的，很重要的， 并需要我们齐心协力一起做 事情的时候， 我们会只是有话语权的一群人， 还是我们 也会是众手协力而成事的一群人？,0.3502653827926901,0.4410627782344818,0.4168698191642761,0.4682368040084839,61
Thank you.,谢谢。,27.516060407455225,0.7143129110336304,0.7200455069541931,0.7086707949638367,3
Well this is a really extraordinary honor for me.,很荣幸来到这里,0.0,0.49881047010421753,0.5060962438583374,0.49173152446746826,10
"I spend most of my time  in jails, in prisons, on death row.",我大多数时候都 在管教所，在监狱里，在死囚室中,0.0,0.4234273433685303,0.37107139825820923,0.4929845631122589,17
I spend most of my time in very low-income communities  in the projects and places where there's a great deal of hopelessness.,大部分时间我在低收入的社区里工作 在充满绝望的地区，做前途暗淡的项目,0.12383751369380655,0.41296127438545227,0.3484244644641876,0.5068406462669373,27
"And being here at TED  and seeing the stimulation, hearing it,  has been very, very energizing to me.",今天来到TED 看到听到这些激动人心的演讲 给了我一针强心剂,0.0,0.38004329800605774,0.3292907178401947,0.4492912292480469,24
And one of the things that's emerged in my short time here  is that TED has an identity.,在这短短的时间里，我注意到 TED有自己的定位,0.936015604744713,0.6066606044769287,0.6780810356140137,0.5488516092300415,21
And you can actually say things here  that have impacts around the world.,你可以看到这里发生的事情 影响全世界,1.792860066160371,0.5796875357627869,0.6049937009811401,0.5564134120941162,15
"And sometimes when it comes through TED,  it has meaning and power  that it doesn't have when it doesn't.",有时当事情发生在TED的讲台上 比发生在别处 更有意义，更有影响,0.12427280164767711,0.4097242057323456,0.3611147105693817,0.47345584630966187,25
And I mention that because I think identity is really important.,我提起这个是因为我觉得自我定位很重要,1.3643394208905164,0.552278459072113,0.5614709854125977,0.5433819890022278,12
And we've had some fantastic presentations.,我们已经听了一些精彩的演说,0.0,0.5062341690063477,0.5507910251617432,0.4683467447757721,8
"And I think what we've learned  is that, if you're a teacher your words can be meaningful,  but if you're a compassionate teacher,  they can be especially meaningful.",我们已经体会到 作为一个老师，你的话是有影响力的 如果你是个很慈善的老师 你的教导就格外意味深长,0.24681052893791522,0.4272545874118805,0.37134021520614624,0.5029923915863037,38
"If you're a doctor you can do some good things,  but if you're a caring doctor you can do some other things.",作为一个医生，你能够帮助人 如果你是个体恤病人的医生，你能帮助更多,0.0,0.4154098927974701,0.3880304992198944,0.4469464123249054,27
And so I want to talk about the power of identity.,所以我想讲讲定位的重要性,6.429909146114914,0.6264144778251648,0.6515095233917236,0.6031809449195862,12
And I didn't learn about this actually  practicing law and doing the work that I do.,我不是从做律师 或者做其他项目学到怎样自我定位的,0.0,0.5019420981407166,0.5328320264816284,0.4744374752044678,19
I actually learned about this from my grandmother.,我其实是从我外婆那里学到的,2.7869730680842904,0.5885125994682312,0.614466667175293,0.5646621584892273,9
"I grew up in a house  that was the traditional African-American home  that was dominated by a matriarch,  and that matriarch was my grandmother.",我的家庭 是一个传统的黑人家庭 只有一个女家长 就是我的外婆,0.12383751369380655,0.4129226505756378,0.34638023376464844,0.5111112594604492,31
"She was tough, she was strong,  she was powerful.",她很坚韧， 也很强壮 威风凛凛,0.0,0.4154922664165497,0.35696500539779663,0.496975302696228,13
She was the end of every argument in our family.,家里有争执，她有决定权,0.0,0.5316749215126038,0.5399984121322632,0.523604154586792,11
She was the beginning of a lot of arguments in our family.,不过很多事儿也是她挑起来的,0.0,0.3668815791606903,0.3064030408859253,0.4571062922477722,13
She was the daughter of people who were actually enslaved.,她的父母曾是真正的黑奴,0.0,0.5104691982269287,0.5242142677307129,0.49742650985717773,11
Her parents were born in slavery in Virginia in the 1840's.,弗吉尼亚州19世纪40年代，她父母落草为奴,0.0,0.38212060928344727,0.33969664573669434,0.4366532564163208,13
She was born in the 1880's  and the experience of slavery  very much shaped the way she saw the world.,我外婆是十九世纪八十年代生的 这段父母被奴役的经历 决定了她看世界的角度,0.12340526446895762,0.39618414640426636,0.34443578124046326,0.4662311375141144,24
"And my grandmother was tough, but she was also loving.",我的外婆很强势，但她也很慈爱,1.5592777802775042,0.6080203056335449,0.6644781827926636,0.5604050159454346,12
"When I would see her as a little boy,  she'd come up to me and she'd give me these hugs.",当我是个小男孩时 每次见到她都拥抱我,0.0,0.3993585705757141,0.34957078099250793,0.46568387746810913,25
And she'd squeeze me so tight I could barely breathe  and then she'd let me go.,她抱得那么紧，我都透不过气来 然后她才会放开我,0.1477860999207395,0.396588534116745,0.3375149369239807,0.48072806000709534,20
"And an hour or two later, if I saw her,  she'd come over to me and she'd say, ""Bryan, do you still feel me hugging you?""",一两个小时之后，当我再见她 她会过来问我：“还能感觉我的拥抱么？”,0.0,0.4412459433078766,0.42001640796661377,0.46473583579063416,36
"And if I said, ""No,"" she'd assault me again,  and if I said, ""Yes,"" she'd leave me alone.",如果我说“感觉不到了”，她就再度出击 直到我说“感觉得到”，她才放开我,0.0,0.4463944733142853,0.4267702102661133,0.46791043877601624,31
And she just had this quality  that you always wanted to be near her.,她就是有这个能力 让你老是想亲近她,0.0,0.3977678418159485,0.33230113983154297,0.49535855650901794,16
And the only challenge was that she had 10 children.,唯一的挑战是她有十个儿女,0.0,0.39052966237068176,0.33307862281799316,0.4719306230545044,11
My mom was the youngest of her 10 kids.,我妈妈是十个里最年轻的,0.12383751369380655,0.38131052255630493,0.2898079454898834,0.5572559237480164,10
"And sometimes when I would go and spend time with her,  it would be difficult to get her time and attention.",常常当我去和外婆亲近时 很难让她注意到我，有时间陪我,0.0,0.40031111240386963,0.35996830463409424,0.45083799958229065,24
My cousins would be running around everywhere.,我的表兄妹们总是无处不在,0.15338722331393473,0.39666563272476196,0.3229602873325348,0.5139607787132263,8
"And I remember, when I was about eight or nine years old,  waking up one morning, going into the living room,  and all of my cousins were running around.",我记得，当我八九岁时的一次 我早上醒来，跑到客厅 所有的表兄妹都在,0.0,0.3894459307193756,0.35129353404045105,0.43689510226249695,36
And my grandmother was sitting across the room  staring at me.,我外婆坐在房间的另一端 盯着我看,0.0,0.5140252709388733,0.5444633364677429,0.4868103563785553,13
And at first I thought we were playing a game.,一开始我以为我们在玩游戏,0.24681052893791522,0.4210079312324524,0.3363737165927887,0.5625497102737427,11
"And I would look at her and I'd smile,  but she was very serious.",我就看回去，对她笑笑 但我外婆是很严肃的,0.0,0.42108577489852905,0.3662656843662262,0.49520444869995117,18
"And after about 15 or 20 minutes of this,  she got up and she came across the room  and she took me by the hand  and she said, ""Come on, Bryan. You and I are going to have a talk.""",大概十五还是二十分钟之后 她站起来，穿过房间 牵住我的手 对我说：“过来，布莱恩，我们得谈谈。”,0.0,0.4191313683986664,0.40578222274780273,0.4333886206150055,50
And I remember this just like it happened yesterday.,这就像是昨天才发生的一样,0.0,0.5591177940368652,0.5793231725692749,0.5402743816375732,10
I never will forget it.,我永远忘不掉,0.0,0.5032650232315063,0.5079821944236755,0.49863460659980774,6
"She took me out back and she said, ""Bryan, I'm going to tell you something,  but you don't tell anybody what I tell you.""",她把我带到一边说：“我想和你说些事， 你不许和任何人说。”,0.0,0.4198260009288788,0.38296350836753845,0.4645407795906067,33
"I said, ""Okay, Mama.""",我答应了：“好的，姥姥。”,0.0,0.4590732157230377,0.42434024810791016,0.4999989867210388,9
"She said, ""Now you make sure you don't do that."" I said, ""Sure.""",她说：“保证绝不说出去。”我回答：“保证。”,0.0,0.4319172203540802,0.4135753810405731,0.4519615173339844,22
"Then she sat me down and she looked at me  and she said, ""I want you to know  I've been watching you.""",然后我们坐下，她看着我 说：“我想让你知道 我观察你一段时间了。”,0.2731407499672638,0.4761675298213959,0.4075154960155487,0.5726366639137268,29
"And she said, ""I think you're special.""",接着她说：“你是个特别的孩子。”,0.0,0.44698095321655273,0.3973371088504791,0.5108010768890381,12
"She said, ""I think you can do anything you want to do.""",她说：“我确信你是无所不能的。”,0.0,0.44090086221694946,0.38101810216903687,0.5231165289878845,16
I will never forget it.,这我永远不会忘记,5.815868174415823,0.5539697408676147,0.587562084197998,0.5240108370780945,6
"And then she said, ""I just need you to promise me three things, Bryan.""",接着她说：“我想让你向我保证三件事。”,0.0,0.439126580953598,0.3988468647003174,0.4884559214115143,19
"I said, ""Okay, Mama.""",我说：“好的姥姥。”,0.0,0.45827165246009827,0.4162047505378723,0.5097982883453369,9
"She said, ""The first thing I want you to promise me  is that you'll always love your mom.""",她说：“第一，我想让你保证 你会永远爱你的妈妈。”,0.9836011683758302,0.5323992967605591,0.5547329187393188,0.51179438829422,24
"She said, ""That's my baby girl,  and you have to promise me now you'll always take care of her.""",她说：“你妈妈是我的心头肉， 你得向我保证你会永远爱护她。”,0.004739153159129942,0.4769153594970703,0.5421034693717957,0.4257221519947052,27
"Well I adored my mom, so I said, ""Yes, Mama. I'll do that.""",我很爱我妈妈，我说：“好，姥姥，我会。”,0.0,0.44114211201667786,0.40716201066970825,0.48131033778190613,21
"Then she said, ""The second thing I want you to promise me  is that you'll always do the right thing  even when the right thing is the hard thing.""",接着她说：“第二件事，是你要答应我 你会永远走正路 即使走正路是很难的选择。”,0.0,0.4317817986011505,0.4041551351547241,0.46346256136894226,36
"And I thought about it and I said, ""Yes, Mama. I'll do that.""",我想了想回答：“好的姥姥，我会的。”,0.12340526446895762,0.4606870114803314,0.4117162525653839,0.5228798389434814,20
"Then finally she said, ""The third thing I want you to promise me  is that you'll never drink alcohol.""",最后她说：“第三件事，我要你保证 你永不喝酒。”,0.12340526446895762,0.46705910563468933,0.4021744430065155,0.5569076538085938,25
"Well I was nine years old, so I said, ""Yes, Mama. I'll do that.""",我才九岁，我答应：“好，姥姥，我保证。”,0.0,0.45617854595184326,0.41153669357299805,0.511684000492096,22
"I grew up in the country in the rural South,  and I have a brother a year older than me and a sister a year younger.",我在南部的乡下长大 我有个哥哥大我一岁，还有个妹妹小我一岁,0.14675441853527688,0.4540865123271942,0.4000683128833771,0.5249691605567932,29
"When I was about 14 or 15,  one day my brother came home and he had this six-pack of beer --  I don't know where he got it --  and he grabbed me and my sister and we went out in the woods.",当我十四五岁时 一天我哥哥带回到家半打啤酒—— 我都不知道他怎么弄到的—— 他带上我和我妹妹，跑到树林里,0.16241046162912467,0.46830683946609497,0.4345278739929199,0.5077801942825317,51
And we were kind of just out there doing the stuff we crazily did.,一通疯玩疯跑,0.12340526446895762,0.4397798776626587,0.3889155387878418,0.5059506297111511,15
"And he had a sip of this beer and he gave some to my sister and she had some,  and they offered it to me.",他喝了一口啤酒，递给我妹妹，她也喝了 然后他们递给了我,0.0,0.438640832901001,0.38923999667167664,0.5024040937423706,28
"I said, ""No, no, no. That's okay. You all go ahead. I'm not going to have any beer.""",我说：“我不要。没事，你们喝。我不喝。”,0.0,0.48056918382644653,0.5199729204177856,0.4467168152332306,29
"My brother said, ""Come on. We're doing this today; you always do what we do.",我哥哥说：“来嘛，我们今个儿都喝。你老是和我们一条阵线的。,0.0,0.4203346371650696,0.3739185035228729,0.479907751083374,21
"I had some, your sister had some. Have some beer.""",我喝了点，妹妹也喝了点，你来些。”,0.0,0.44077521562576294,0.4107835292816162,0.4754911959171295,14
"I said, ""No, I don't feel right about that. Y'all go ahead. Y'all go ahead.""",我说：“不，我不想喝。你们喝你们喝。”,0.0,0.43652379512786865,0.4003148674964905,0.4799344837665558,23
And then my brother started staring at me.,我哥哥盯住我,0.0,0.5686662793159485,0.5768280029296875,0.5607321858406067,9
"He said, ""What's wrong with you? Have some beer.""",问：“你有什么毛病？喝一点。”,0.0,0.5410752296447754,0.6053541898727417,0.489136666059494,15
"Then he looked at me real hard and he said,  ""Oh, I hope you're not still hung up  on that conversation Mama had with you.""",接着他细细打量了我一会，问我： “噢，你不会还想着 姥姥要你保证的事吧。”,0.0,0.4342796206474304,0.4248579442501068,0.4441285729408264,33
"I said, ""Well, what are you talking about?""",我说：“你在说什么呀？”,2.739887961440494,0.6778640151023865,0.8011330366134644,0.5874708294868469,13
"He said, ""Oh, Mama tells all the grandkids that they're special.""",他说：“姥姥和每个外孙都说他很特别。”,0.0,0.46424344182014465,0.445686399936676,0.48441290855407715,17
I was devastated.,我这个伤心呀,0.0,0.48042142391204834,0.485095739364624,0.47583630681037903,4
And I'm going to admit something to you.,现在我想向大家坦白一件事,18.693159143202898,0.6800164580345154,0.773693323135376,0.6065739393234253,10
I'm going to tell you something I probably shouldn't.,可能不该在这里说,0.0,0.5453754663467407,0.5643819570541382,0.5276073813438416,12
I know this might be broadcast broadly.,因为这个演讲是会到处播的,0.0,0.41189002990722656,0.33924970030784607,0.5241134762763977,8
"But I'm 52 years old,  and I'm going to admit to you  that I've never had a drop of alcohol.",我今年五十二了 我要向大家承认 我从来没有喝过一滴酒,0.0,0.3876916170120239,0.34833523631095886,0.43707409501075745,27
I don't say that because I think that's virtuous;  I say that because there is power in identity.,这不是为了显派我多有道德 是为了说明自我定位的威力,0.5789886025125507,0.5096608996391296,0.538750410079956,0.4835517704486847,23
"When we create the right kind of identity,  we can say things to the world around us  that they don't actually believe makes sense.",当我们决定了正确的定位 我们就可以让全世界接受 他们本来想不到的事情,0.0,0.38572001457214355,0.3432407081127167,0.44019871950149536,29
We can get them to do things  that they don't think they can do.,我们能让世界做 他们本来觉得做不到的事情,0.0,0.3802146911621094,0.33392763137817383,0.4413987696170807,17
"When I thought about my grandmother,  of course she would think all her grandkids were special.",当我想到我的外婆 她当然觉得每个外孙都很特别,0.0,0.4189556837081909,0.3579432964324951,0.5050413012504578,19
My grandfather was in prison during prohibition.,我的外公因为违了禁在蹲监狱,0.14824204418931677,0.3884120285511017,0.31191152334213257,0.5146325826644897,8
My male uncles died of alcohol-related diseases.,我不止一个舅舅死与和酗酒有关的疾病,0.1595643234907882,0.3992862105369568,0.3294828534126282,0.5066166520118713,10
And these were the things she thought we needed to commit to.,这些原则都是我外婆相信我们应该坚持的,0.0,0.4074641466140747,0.36059683561325073,0.4683343172073364,13
Well I've been trying to say something  about our criminal justice system.,我想向大家介绍的 是我们刑事执法系统,0.0,0.4806011915206909,0.5551711320877075,0.4236914813518524,15
than it was 40 years ago.,和四十年前比 这个国家变了很多,0.0,0.36884793639183044,0.30600032210350037,0.4641839563846588,7
"In 1972, there were 300,000 people in jails and prisons.",在1972年，监狱里只有三十万人,0.0,0.49885091185569763,0.5105586647987366,0.4876680374145508,12
"Today, there are 2.3 million.",今天，有两百三十万,0.0,0.5608130693435669,0.5810555815696716,0.5419334173202515,7
The United States now has the highest rate of incarceration  We have seven million people on probation and parole.,今天美国是世界上 服刑人口比例最高的国家 我们有七百万人在缓刑期和假释期,0.1452336245576711,0.4059625566005707,0.3458751142024994,0.4913170337677002,21
"And mass incarceration, in my judgment,  has fundamentally changed our world.",在我看来，这样的大量判刑 完全改变了我们的世界,0.0,0.39580321311950684,0.3398194909095764,0.4738713204860687,15
"In poor communities, in communities of color  there is this despair,  there is this hopelessness,  that is being shaped by these outcomes.",在贫穷的社区里，在有色人种社区里 充满了绝望 这样的绝望 是由这些改变带来的,0.0,0.41000494360923767,0.36535415053367615,0.4670889675617218,29
"One out of three black men  between the ages of 18 and 30  is in jail, in prison, on probation or parole.",三分之一的黑人男性 十八岁到三十岁之间的 不是在监狱里，就是在缓刑期或者假释期,0.14473367350932,0.42092061042785645,0.3908621668815613,0.4559873640537262,27
"In urban communities across this country --  Los Angeles, Philadelphia, Baltimore, Washington --  50 to 60 percent of all young men of color are  in jail or prison or on probation or parole.",在全国各处的城市社区里—— 洛杉矶，费城，巴尔的摩，华盛顿—— 百分之五十到六十的有色人种的年轻人 不是在监狱里，就是在缓刑期或者假释期,0.12340526446895762,0.43750500679016113,0.42567163705825806,0.450015127658844,40
"Our system isn't just being shaped  in these ways that seem to be distorting around race,  they're also distorted by poverty.",我们的司法系统不仅是改变了 而是围绕着种族问题扭曲了 也围绕着贫困扭曲了,0.0,0.4833526015281677,0.5191819667816162,0.4521491825580597,27
We have a system of justice in this country  that treats you much better  if you're rich and guilty than if you're poor and innocent.,这个国家的司法系统 会对你特殊照顾 如果你是有罪的富人而不是无辜的穷人的话,0.16184554711750887,0.428663045167923,0.36739012598991394,0.5144649744033813,30
"Wealth, not culpability,  shapes outcomes.",财富，而不是过失本身 决定了最终结果,0.0,0.4103552997112274,0.3574182391166687,0.48169955611228943,9
"And yet, we seem to be very comfortable.",可是，我们还挺自在的呢,0.0,0.5427201986312866,0.5248420238494873,0.5618593692779541,10
The politics of fear and anger  have made us believe  that these are problems that are not our problems.,玩弄恐惧和愤怒的政治手腕 说服了我们 事不关己,0.0,0.40333524346351624,0.34960493445396423,0.47658008337020874,22
We've been disconnected.,高高挂起,0.0,0.542586624622345,0.5370290279388428,0.5482604503631592,5
It's interesting to me.,我对这个很感兴趣,5.862502026550896,0.6358059644699097,0.655377209186554,0.6173697113990784,6
